2015/02/18 22:05:59,0.00,0.00,0.00,0.0
2015/02/18 22:06:04,19.69,21.25,1.56,0.0
2015/02/18 22:06:10,19.69,21.19,1.50,0.0
2015/02/18 22:06:15,19.69,21.12,1.44,0.0
2015/02/18 22:06:20,19.69,21.06,1.37,0.0
2015/02/18 22:06:25,19.69,21.00,1.31,0.0
2015/02/18 22:06:30,19.69,22.00,2.31,10.0
2015/02/18 22:06:35,19.69,27.19,7.50,10.0
2015/02/18 22:06:40,19.69,27.75,8.06,10.0
2015/02/18 22:06:45,19.69,25.69,6.00,10.0
2015/02/18 22:06:50,19.69,24.44,4.75,10.0
2015/02/18 22:06:55,19.69,23.50,3.81,10.0
2015/02/18 22:07:00,19.69,22.87,3.19,0.0
2015/02/18 22:07:05,19.69,22.44,2.75,10.0
2015/02/18 22:07:10,19.69,22.12,2.44,10.0
2015/02/18 22:07:15,19.69,21.87,2.19,10.0
2015/02/18 22:07:20,19.69,21.75,2.06,10.0
2015/02/18 22:07:25,19.69,21.56,1.88,10.0
2015/02/18 22:07:30,19.69,21.50,1.81,10.0
2015/02/18 22:07:35,19.69,21.37,1.69,0.0
2015/02/18 22:07:40,19.69,21.31,1.63,0.0
2015/02/18 22:07:45,19.69,21.25,1.56,0.0
2015/02/18 22:07:50,19.69,21.19,1.50,0.0
2015/02/18 22:07:55,19.69,21.12,1.44,0.0
2015/02/18 22:08:00,19.69,21.12,1.44,0.0
2015/02/18 22:08:05,19.69,21.06,1.37,0.0
2015/02/18 22:08:11,19.69,21.00,1.31,0.0
2015/02/18 22:08:16,19.69,21.00,1.31,0.0
2015/02/18 22:08:21,19.69,20.94,1.25,0.0
2015/02/18 22:08:26,19.69,20.94,1.25,0.0
2015/02/18 22:08:31,19.69,20.87,1.19,0.0
2015/02/18 22:08:36,19.69,20.87,1.19,0.0
2015/02/18 22:08:41,19.69,20.81,1.12,0.0
2015/02/18 22:08:46,19.69,20.81,1.12,0.0
2015/02/18 22:08:51,19.69,20.81,1.12,0.0
2015/02/18 22:08:56,19.69,20.75,1.06,0.0
2015/02/18 22:09:01,19.69,22.00,2.31,10.0
2015/02/18 22:09:06,19.69,27.25,7.56,10.0
2015/02/18 22:09:11,19.69,28.12,8.44,10.0
2015/02/18 22:09:16,19.69,26.25,6.56,10.0
2015/02/18 22:09:21,19.69,25.00,5.31,10.0
2015/02/18 22:09:26,19.69,24.00,4.31,10.0
2015/02/18 22:09:31,19.69,23.31,3.63,0.0
2015/02/18 22:09:36,19.69,22.87,3.19,10.0
2015/02/18 22:09:41,19.69,22.50,2.81,10.0
2015/02/18 22:09:46,19.69,22.25,2.56,10.0
2015/02/18 22:09:51,19.69,22.00,2.31,10.0
2015/02/18 22:09:56,19.69,21.81,2.13,10.0
2015/02/18 22:10:01,19.69,21.94,2.25,10.0
2015/02/18 22:10:06,19.69,27.62,7.94,0.0
2015/02/18 22:10:11,19.69,29.00,9.31,10.0
2015/02/18 22:10:16,19.69,29.50,9.81,10.0
2015/02/18 22:10:21,19.69,29.62,9.94,10.0
2015/02/18 22:10:26,19.69,27.69,8.00,10.0
2015/02/18 22:10:31,19.69,26.12,6.44,10.0
2015/02/18 22:10:36,19.69,25.06,5.38,10.0
2015/02/18 22:10:41,19.69,24.37,4.69,0.0
2015/02/18 22:10:46,19.69,23.81,4.13,10.0
2015/02/18 22:10:51,19.69,23.44,3.75,10.0
2015/02/18 22:10:56,19.69,23.12,3.44,10.0
2015/02/18 22:11:01,19.69,22.87,3.19,10.0
2015/02/18 22:11:06,19.69,22.62,2.94,10.0
2015/02/18 22:11:12,19.69,22.44,2.75,10.0
2015/02/18 22:11:17,19.69,22.31,2.63,0.0
2015/02/18 22:11:22,19.69,22.19,2.50,10.0
2015/02/18 22:11:27,19.69,22.12,2.44,10.0
2015/02/18 22:11:32,19.69,21.94,2.25,10.0
2015/02/18 22:11:37,19.69,21.87,2.19,10.0
2015/02/18 22:11:42,19.69,21.81,2.13,10.0
2015/02/18 22:11:47,19.69,21.75,2.06,10.0
2015/02/18 22:11:52,19.69,21.62,1.94,0.0
2015/02/18 22:11:57,19.69,21.56,1.88,0.0
2015/02/18 22:12:02,19.69,21.56,1.88,0.0
2015/02/18 22:12:07,19.69,21.50,1.81,0.0
2015/02/18 22:12:12,19.69,21.44,1.75,0.0
2015/02/18 22:12:17,19.69,21.37,1.69,0.0
2015/02/18 22:12:22,19.69,21.31,1.63,0.0
2015/02/18 22:12:27,19.69,21.25,1.56,0.0
2015/02/18 22:12:32,19.69,21.19,1.50,0.0
2015/02/18 22:12:37,19.69,21.19,1.50,0.0
2015/02/18 22:12:42,19.69,21.12,1.44,0.0
2015/02/18 22:12:47,19.69,21.06,1.37,0.0
2015/02/18 22:12:52,19.69,21.06,1.37,0.0
2015/02/18 22:12:57,19.69,21.00,1.31,0.0
2015/02/18 22:13:02,19.69,20.94,1.25,0.0
2015/02/18 22:13:07,19.69,20.94,1.25,0.0
2015/02/18 22:13:13,19.69,20.87,1.19,0.0
2015/02/18 22:13:18,19.69,20.87,1.19,0.0
2015/02/18 22:13:23,19.69,20.87,1.19,0.0
2015/02/18 22:13:28,19.69,20.81,1.12,0.0
2015/02/18 22:13:33,19.69,20.81,1.12,0.0
2015/02/18 22:13:38,19.69,20.75,1.06,0.0
2015/02/18 22:13:43,19.69,20.81,1.12,0.0
2015/02/18 22:13:48,19.69,20.75,1.06,0.0
2015/02/18 22:13:53,19.69,20.75,1.06,0.0
2015/02/18 22:13:58,19.69,20.69,1.00,0.0
2015/02/18 22:14:03,19.69,20.69,1.00,0.0
2015/02/18 22:14:08,19.69,20.69,1.00,0.0
2015/02/18 22:14:13,19.69,20.62,0.94,0.0
2015/02/18 22:14:18,19.69,20.62,0.94,0.0
2015/02/18 22:14:23,19.69,20.62,0.94,0.0
2015/02/18 22:14:28,19.69,20.69,1.00,0.0
2015/02/18 22:14:33,19.69,20.62,0.94,0.0
2015/02/18 22:14:38,19.69,20.62,0.94,0.0
2015/02/18 22:14:43,19.69,20.62,0.94,0.0
2015/02/18 22:14:48,19.69,20.62,0.94,0.0
2015/02/18 22:14:53,19.69,20.62,0.94,0.0
2015/02/18 22:14:58,19.69,20.62,0.94,0.0
2015/02/18 22:15:03,19.69,20.56,0.88,0.0
2015/02/18 22:15:08,19.69,20.56,0.88,0.0
2015/02/18 22:15:13,19.69,20.56,0.88,0.0
2015/02/18 22:15:18,19.69,20.56,0.88,0.0
2015/02/18 22:15:23,19.69,20.56,0.88,0.0
2015/02/18 22:15:28,19.69,20.56,0.88,0.0
2015/02/18 22:15:33,19.69,20.56,0.88,0.0
2015/02/18 22:15:38,19.69,20.56,0.88,0.0
2015/02/18 22:15:43,19.69,20.56,0.88,0.0
2015/02/18 22:15:48,19.69,20.56,0.88,0.0
2015/02/18 22:15:53,19.69,20.50,0.81,0.0
2015/02/18 22:15:58,19.69,20.50,0.81,0.0
2015/02/18 22:16:04,19.69,20.50,0.81,0.0
2015/02/18 22:16:09,19.69,20.44,0.75,0.0
2015/02/18 22:16:14,19.69,20.44,0.75,0.0
2015/02/18 22:16:19,19.69,20.44,0.75,0.0
